,name_audio,transcription_original,transcription_whisper,WER%
147,0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1.mp3,"Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro une. Merci de retourner sur le quai transversal.",Le réagiard Duwigo n°7 615 que vous n'êtes pas autorisé à emprunter le TGV voie n°1. Merci de retourner sur le quai transversal.,32
148,0087686006-Pupitre_COE_2_gauche-20230802-144526-272b33c4-1a29-4d5d-9d81-fed62b8841f7.mp3,"Mesdames, Messieurs sur la voie 11, je rappelle aux voyageurs à destination de Barcelone que votre TGV numéro 97 15. Et situées à l'avant du quai entre les repères V et Z et que ces voitures seront numérotées de 18 à 11 pour les voyageurs à destination de Perpignan, pour le TGV numéro 6049, vos voitures sont numérotées de 8 à 1 et sont."," Mesdames et Messieurs, sur la voie 11, je rappelle aux voyageurs à destination de Barcelone que votre TGV numéro 90-17-15 est situé à l'avant du quai entre les repères V et Z et que ces voitures seront numérotées de 18 à 11. Pour les voyageurs à destination de Perpignan, pour le TGV numéro 6049, vos voitures sont numérotées de 8 à 1 et sont situées",30
149,0087391003-COE_2-20230907-173620-51cc7a6b-1344-4e23-a239-cdb200e5ff43.mp3,"Voie numéro 5, voie numéro 5, votre train entre en gare pour votre sécurité, éloignez vous de la bordure du quai voie numéro 5, votre train va entrer en gare. Merci de rester éloignés de la bordure du quai. Ne tentez pas de monter à bord du train jusqu'à son arrêt complet voie numéro 5, éloignez vous du bord du quai."," Voie numéro 5, voie numéro 5, votre train entre en gare. Pour votre sécurité, éloignez-vous de la bordure du quai. Voie numéro 5, votre train va entrer en gare. Merci de rester éloigné de la bordure du quai. Ne tentez pas de monter à bord du train jusqu'à son arrêt complet. Voie numéro 5, éloignez-vous du bord du quai.",1
150,0087391003-COE_2-20230906-140625-2430b106-6663-4e56-ab58-c7307e5c8c13.mp3,"Numéro 2, le départ de votre TGV est imminent attention à la fermeture des portes, je vous invite à monter à bord le plus rapidement possible. Voie numéro 2, votre TGV va quitter la gare. Mesdames, Monsieur, merci."," Voix numéro 2, le départ de votre TGV est imminent. Attention à la fermeture des portes. Je vous invite à monter à bord le plus rapidement possible. Voix numéro 2, votre TGV va quitter la gare. Mesdames, Messieurs, merci.",7
151,0087686006-Pup_Sec_COE_Droite-20230815-162307-cb629621-49bb-495f-b409-f0e5fb197472.mp3,"Madame, Monsieur, l'embarquement du TER 891011 à destination de Laroche Migennes. Sur la voie L, du hall 1 et Hall 3. Mesdames Monsieurs, les voyageurs désirant se rendre à destination de Laroche Migennes, je vous informe que votre TER est désormais accessible depuis le hall numéro 3 et hall numéro un. Départ prévu 16h46 Madame, Monsieur, merci de votre attention."," Voilà monsieur l'embarquement du TER 891 11 à destination de la Roche-Migène sur la voie L du hall 1 et hall 3. Messieurs, les voyageurs désirants se rendre à destination de la Roche-Migène. Je vous informe que votre TER est désormais accessible depuis le hall numéro 3 et hall numéro 1. Départ prévu 16h46. Voilà monsieur, merci de votre attention.",22
152,0087484006-PO_PRS-20230905-100111-ab8716ed-d851-4613-a508-8d4358dc8e97.mp3,Mesdames Messieurs votre attention s il vous plaît en raison d une défaillance de matériel le TER pourrait pour Rennes initialement prévu à 10h28 est supprimé Prochain départ pour Laval Vitré et Rennes 12h28 merci," Mesdames et Messieurs, votre attention s'il vous plaît. En raison d'une défaillance de matériel, le TER pour Rennes initialement prévu à 10h28 est supprimé. Prochain départ pour Laval, Vitré et Rennes, midi 28. Merci.",11
153,0087391003-COE_2-20230907-125658-0c58b31e-ad2a-4e90-9beb-73b5e5adc1b1 (1).mp3,"Voyageurs du ouigo, numéro 7615 que vous n'êtes pas autorisé à emprunter le TGV voie numéro 1 Merci de retourner sur le quai transversal.",Le réagiard Duwigo n°7 615 que vous n'êtes pas autorisé à emprunter le TGV voie n°1. Merci de retourner sur le quai transversal.,28
154,0087391003-COE_2-20230910-150942-a2ac0935-750f-4acc-a97f-ceff888abb69.mp3,"Voie 3, attention à la fermeture automatique des portes. Le départ est imminent. Voie numéro 3 attention à la fermeture automatique des portes. Le départ est imminent."," Voie numéro 3, attention à la fermeture automatique des portes, le départ est imminent.",48
155,0087391003-COE_2-20230910-143302-23c5237a-2c5b-4fe6-aa18-a69cd2df39f7.mp3,"Votre attention s'il vous plaît, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 cette voiture 18 est prié de venir le récupérer de toute urgence avant intervention des services de sécurité. Je répète, Mesdames, Messieurs, le ou la propriétaire d'une valise bleue Marine laissée sans surveillance dans le TGV numéro 8534 en provenance de Hendaye voie 7 voiture 18 est prié de venir là récupérer de toute urgence avant intervention des services de sécurité."," Attention, s'il vous plaît, le ou la propriétaire d'une valise bleu marine, laissez sans surveillance dans le TGV numéro 8534 en provenance de Andaye, voie 7, voiture 18, et priez de venir la récupérer de toute urgence avant intervention des services de sécurité. Je répète, Mesdames, Messieurs, le ou la propriétaire d'une valise bleu marine, laissez sans surveillance dans le TGV numéro 8534 en provenance de Andaye, voie 7, voiture 18, et priez de venir la récupérer de toute urgence avant intervention des services de sécurité.",15
156,0087391003-COE_2-20230903-185535-ca8534c9-49fe-44bd-a0a7-ed98bb5c8b48.mp3,"Voie numéro 8. Je vous informe que la partie arrière de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer. Je répète, Mesdames, Messieurs, voie numéro 8, la première partie de votre train ne prend pas de voyageurs. Merci d'avancer vers l'avant du quai avant de pouvoir embarquer."," Voix 8, je vous informe que la partie arrière de votre train ne prend pas de voyageur. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer. Je répète mesdames et messieurs, voie numéro 8, la première partie de votre train ne prend pas de voyageur. Merci d'avancer vers l'avant du quai afin de pouvoir embarquer.",10
157,0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2.mp3,"Voie une prenez garde à la fermeture automatique des portes, le départ et voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent."," Voie numéro 1, prenez garde à la fermeture automatique des portes, le départ est imminent.",53
158,0087391003-COE_2-20230907-125854-ada074b8-cafa-4fae-8c52-635343f2b1b2 (1).mp3,"Voie une prenez garde à la fermeture automatique des portes, le départ et n'en voie numéro une. Prenez garde à la fermeture automatique des portes. Le départ et imminent."," Voie numéro 1, prenez garde à la fermeture automatique des portes, le départ est imminent.",56
159,0087391003-COE_2-20230910-235808-3445d786-948f-4d4c-9270-fc42fd10a8d3.mp3,"Mesdames, Messieurs, voie numéro 9, nous invitons les utilisateurs de trottinettes bien vouloir descendre de leurs véhicules, c'est interdit. L'usage des trottinettes est interdit en gare. Merci."," Mesdames et Messieurs, voie numéro 9, nous invitons les utilisateurs de trottinettes à bien vouloir descendre de leur véhicule. C'est interdit. L'usage de la trottinette est interdit en gare. Merci.",24
160,0087391003-COE_2-20230906-183112-ac66c433-bcf9-4ae1-91cc-c32b1e4a4c90.mp3,"Mesdames, Messieurs, j'informe les voyageurs à destination de Brest et Quimper. 18h43, initialement prévues votre TGV et malheureusement dans un périmètre de sécurité liées à un bagage abandonné à proximité. Par conséquent, nous sommes dans l'obligation de faire intervenir une équipe de déminage. Votre TGV et pour le moment retardé de 5 Min. Je reviendrai vers vous pour faire le point d'ici quelques instants."," Mesdames, Messieurs, j'informe les voyageurs à destination de Brest-et-Quimper, 18h43 initialement prévu. Votre TGV est malheureusement dans un périmètre de sécurité lié à un bagage abandonné à proximité Chia. Par conséquent, nous sommes dans l'obligation de faire intervenir une équipe de déminage. Votre TGV est pour le moment retardé de 5 minutes. Je reviendrai vers vous pour faire le point d'ici quelques instants.",8
161,0087686006-Pup_Sec_COE_Droite-20230815-173434-b7fd7b67-0e9b-4049-a1b6-4ac5f4cb9667.mp3,"Messieurs dames, je vous informe que actuellement sur la voie M, votre TER 891015 à destination de Laroche Migennes. Départ prévu 17h46. Attention sur la voie M votre TER à destination de Laroche Migennes. Départ prévu 17h46. Je vous informe que celui-ci ira directement jusqu'à Melun et desservir à toutes les gares jusqu'à la roche Migennes, son terminus. Madame Monsieur, merci de votre attention.",.,100
162,0087391003-COE_2-20230902-210953-5d737e42-ca61-42d0-a111-ee9c27ebeee1.mp3,"1 un train entre en gare, Éloignez vous de la bordure du quai voie numéro 01h01, train rentre en gare, Éloignez vous de la bordure du quai. C'est bien."," Voie numéro 1, un train rentre en gare, éloignez-vous de la bordure du quai. Voie numéro 1, un train rentre en gare, éloignez-vous de la bordure du quai.",26
163,0087391003-COE_2-20230910-172431-5c640e6a-d4a0-4c5d-b410-9dc00cd95f9e.mp3,"Votre train voie 7 entre en gare, veuillez vous éloigner de la bordure du quai s'il vous plaît. Je répète votre train voie 7 entre en gare, veuillez immédiatement vous éloigner de la bordure du quai. Merci.",votre train voie 7 entre en gare veuillez vous éloigner de la bordure du quai s'il vous plaît je répète votre train voie 7 entre en gare veuillez immédiatement vous éloigner de la bordure du quai merci,0
164,0087686006-Pupitre_COE_2_gauche-20230910-153657-1933dd0f-d7dd-4e94-8859-835603d32373.mp3,"Mesdames, Monsieurs à la voie A , je vous informe que votre TGV inouï. 6621 15h52 pour Lyon Perrache et maintenant accessible. Mesdames, Monsieurs, merci de votre écoute et vous souhaite à tous un bon voyage."," Monsieur à la voix A, je vous informe que votre TGV INUIS 6621 15h52 pour Lyon-Pérache est maintenant accessible. Monsieur, merci à tous ceux de votre écoute et vous soyez tous un bon voyage.",37
165,0087686006-Pupitre_COE_2_gauche-20230910-170025-2dc12d27-1e65-49d4-9ce5-929e637dca32.mp3,"Mesdames, Monsieurs, nous recherchons donc activement le ou la propriétaire d'un sac vert et un autre sac bleu. Et c'est face au restaurant prêt à manger dans le hall 1, l'oxyde, le ou la propriétaire de ce sac vers le sac bleu sont toujours présents. Ils sont priée de venir les récupérer immédiatement dans le hall 1 face au prêt-à-manger, ceci avant intervention des forces de l'ordre."," Mais Monsieur, les TG614 et 6.923 pour Miramas et Grenoble vont partir de notre gare avec un retard de 15 minutes. Mais Monsieur, merci à tous de votre écoute.",91
166,0087686006-Pupitre_COE_2_gauche-20230815-143201-5d95db29-2e06-4b50-acae-3f2a53a7d8a1.mp3,"Mesdames, Messieurs, votre attention, s'il vous plaît, le ou la propriétaire d'une valise cabine de couleur grise laissé sans surveillance dans le prêt-à-manger du hall un est prié de récupérer de toute urgence son bagage avant intervention des forces de l'ordre. Je répète le ou la propriétaire d'une valise cabine grise laissé sans surveillance dans  le prêt-à-manger du hall un est prié de récupérer son bagage immédiatement."," Mesdames et Messieurs, votre attention, s'il vous plaît. Le ou la propriétaire d'une valise cabine de couleur grise laissée sans surveillance dans le prêt à manger du hall 1 est prié de récupérer de toute urgence son bagage avant intervention des forces de l'ordre. Je répète. Le ou la propriétaire d'une valise cabine grise laissée sans surveillance dans le prêt à manger du hall 1 est prié de récupérer son bagage immédiatement.",6
167,0087686006-Pupitre_COE_2_gauche-20230910-205052-ee4324ad-041c-4061-ac6b-a301c7b44d16.mp3,"Mesdames, Monsieurs, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée à la voie K dans le TGV 7882, dans le train en provenance de Perpignan. Mesdames Monsieurs, je répète, nous recherchons activement le ou la propriétaire d'un cartable bleu laissée dans le TGV. Ouigo 7882, en provenance de Perpignan. Mesdames Monsieurs, je répète, nous ",Mais monsieur nous recherchons activement le ou la propriétaire d'un cartable bleu laissé à la voie K dans l'UTGV 7882 dans le train en provenance de Perpignan. Mais monsieur je répète nous recherchons activement le ou la propriétaire d'un cartable bleu laissé dans l'UTGV We Go 7882 en provenance de Perpignan. Mais monsieur je répète nous recherchons,56
168,0087686006-Pupitre_COE_2_gauche-20230910-204457-0f4c697f-fc1f-4e4b-8249-3980bf968b4c.mp3,"Mesdames Monsieur, bienvenue en gare de Paris gare de Lyon. Merci à l'ensemble des voyageurs de bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que tout sac, valise ou autre laissée à bord d'un TGV peut entraîner intervention des forces de l'ordre et même du service de déminage. Merci donc de bien vérifier que vous avez tous vos effets personnels avant de partir de la gare. Merci à tous ceux de votre écoute. Et vous souhaite à tous une bonne soirée."," Même monsieur, bienvenue en gare de Paris, gare de Lyon, merci à l'ensemble des voyageurs de bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que tout sac, valise ou autre laissé à bord d'un TGV peut entraîner l'intervention des forces de l'ordre et même du service de déminage. Merci donc de bien vérifier que vous avez tous vos effets personnels avant de partir de la gare. Merci à tous ceux de votre écoute et à tous une bonne soirée.",5
169,0087686006-Pupitre_COE_2_gauche-20230910-180914-e00fb7df-6722-4e61-bf46-31c6c763c560.mp3,"Mesdames, Monsieurs le 18. 6127 18h38 pour Marseille et actuellement embarquement à la voie 23 depuis le hall numéro 2."," Mais Monsieur le TGV 627, 18h38 pour Marseille, est actuellement en embarquement à la voie 23 depuis le hall numéro 2.",30
170,0087686006-Pupitre_COE_2_gauche-20230815-101311-1c9d0b81-edf8-4888-a3b9-76e2fa41bd4c.mp3,"Mesdames, Messieurs, votre attention, s'il vous plaît, je reviens vers les voyageurs du TGV inouï numéro 6107 à destination de Marseille pour un départ initialement prévu à 09h38. Votre embarquement vient de débuter à la voie D, accessible depuis le hall numéro un. Je répète, pour les voyageurs à destination de Marseille, avec un départ initialement prévu à 09h38 sur le TGV"," Mesdames et Messieurs, votre attention s'il vous plaît. Je reviens vers les voyageurs du TGV Inouï, numéro 6107 à destination de Marseille pour un départ initialement prévu à 9h38. Votre embarquement vient de débuter à la voie des accessibles depuis le hall numéro 1. Je répète, pour les voyageurs à destination de Marseille avec un départ initialement prévu à 9h38 sur le TGV Inouï,",38
171,0087686030-DCT-20230901-094256-d564dda4-da73-4592-a377-fa716a9f2ff0.mp3,Madame Monsieur votre attention s il vous plaît voie 4 voie 4 le train actuellement à quai sera maintenu Un petit instant nous reviendrons rapidement vers vous Ce train actuellement à quai sera maintenu à un petit moment à quai Merci," Madame, messieurs, votre attention, s'il vous plaît. Voix 4, voix 4. Le train actuellement hacké sera maintenu. Un petit instant, nous reviendrons rapidement vers vous. Ce train actuellement hacké sera maintenu. Un petit moment hacké. Merci.",24
172,0087686006-Pupitre_COE_2_gauche-20230802-182647-15a34b41-b1f6-40e5-b684-aab9817f3fe4.mp3,"Mesdames, Messieurs, j'informe les voyageurs du TGV inouï. 6711, départ à 18h52 en direction de Mulhouse. Que votre train va être mis en place à la voie.J En attendant l'arrivée de votre train en gare, je vous invite à réaliser votre embarquement et à patienter sur le quai en fonction de votre numéro de voitures. Mesdames, Messieurs, lorsque vous accéderez au quai, je vous invite ",...,100
173,0087686006-Pupitre_COE_2_gauche-20230802-183033-5ac1495c-9eb1-46fc-abbc-c2505501dfcd.mp3,"Mesdames, Messieurs Je rappelle aux voyageurs des TGV 6127 départ initial 18h38 en direction de Marseille dont le départ sera différé de 40 Min et les voyageurs du TGV 6951 départ initial 18h46 en direction de Annecy dont le départ sera différé de 30 Min Que ces retards font ensuite à la réutilisation de vos trains à retarder "," Mesdames, Messieurs, je rappelle aux voyageurs des TGV 6127, départ initial 18h38 en direction de Marseille, dont le départ sera différé de 40 minutes, et les voyageurs du TGV 6951, départ initial 18h46 en direction d'Ansy, dont le départ sera différé de 30 minutes, que ces retards font suite à la réutilisation de vos trains retardés au",46
174,0087686006-Pupitre_COE_2_gauche-20230829-122352-4d59d71f-4921-43ef-ad2c-9b1a5569d47a.mp3,"Mesdames, Monsieurs, à la voie votre ouigo 7125 pour Marseille est maintenant accessible, je vous invite à monter à bord. Et vous souhaitez à tous un excellent voyage.",Même monsieur à la voix votre WIGO 7825 pour Marseille est maintenant accessible. Je vous invite à monter à bord et vous avez tous un excellent voyage.,25
175,0087686006-Pupitre_COE_2_gauche-20230815-144751-accbf29d-0b4c-433f-ab2e-7eb1614fd8ab.mp3,"Mesdames, Monsieurs, votre attention, s'il vous plaît, le ou la propriétaire de la valise cabine de couleur grise laissé sans surveillance dans le prêt-à-manger du hall un est prié de récupérer son bagage de toute urgence avant intervention des forces de l'ordre. Merci."," Mesdames et Messieurs, votre attention, s'il vous plaît, le ou la propriétaire de la valise cabine de couleur grise laissée sans surveillance dans le prêt-à-manger du hall 1 est prié de récupérer son bagage de toute urgence avant intervention des forces de l'ordre. Merci.",8
176,0087686006-Pupitre_COE_2_gauche-20230910-181514-fe22addd-0da3-4c1a-b0c5-76e735fcd336.mp3,"Mesdames Monsieurs, nous recherchons toujours activement le ou la propriétaire d'un sac bleu Marine. Mais Monsieur recherchons activement le propriétaire d'un sac bleu Marine laissée à la voie, 23 voitures 13 donc ciné ou la propriétaire est toujours présent. Il est prié de venir le récupérer immédiatement à la voie 23, voiture 13 et ceci avant tension des forces de l'ordre."," Mais Monsieur, nous recherchons toujours activement le ou la propriétaire d'un sac bleu marine. Mais Monsieur, nous recherchons activement le propriétaire d'un sac bleu marine, laissé à la voie 23, voiture 13. Donc si le ou la propriétaire est toujours présent, il est pris de venir le récupérer immédiatement à la voie 23, voiture 13. Et ceci avant tension des forces de l'ordre.",12
177,0087686030-DCT-20230903-133732-db726b02-b867-499c-aa30-297eaa825d48.mp3,Madame Monsieur à la voie 2 votre train est maintenu à quai en raison d un incident de signalisation dans le secteur de Paris gare du Nord Je reviens vers vous dès que j ai plus d informations Merci de votre écoute," Monsieur à la voie 2, votre train est maintenu à quai en raison d'un incident de signalisation dans le secteur de Paris-Gare du Nord. Je reviens vers vous dès que j'ai plus d'informations. Merci de votre écoute.",2
178,0087751008-Pupitre_Escale_1-20230823-161705-755f4bca-fb55-4810-8420-ab095e70152c.mp3,"Vous Messieurs, votre attention, s'il vous plaît. Le propriétaire de la valise noire de marque X Pack laissé sans surveillance dans le TGV 6111 à la voie C est priée de le récupérer de toute urgence avant l'intervention des services de sécurité."," Mesdames et Messieurs, votre attention, s'il vous plaît. Le propriétaire de la valise noire de marque Hitspack, laissé sans surveillance dans le TGV 6111 à la voie C, est prié de le récupérer de toute urgence avant l'intervention des services de sécurité.",11
179,0087686006-Pupitre_COE_2_gauche-20230829-120835-45987f3e-828c-4533-b163-3834f5806b14.mp3,"Mesdames, Monsieurs en voie A , je vous invite à patienter devant les portes de vos voitures. En effet, votre ouigo est actuellement en cours de préparation. Merci à tous, de votre écoute et je reviens vers vous donc quelques instants."," Mes messieurs à la voix, je vous invite à patienter devant les portes de vos voitures. En effet, votre WIGO est actuellement en cours de préparation. Merci à tous ceux de votre écoute et je reviens vers vous dans quelques instants.",20
180,0087686006-Pupitre_COE_2_gauche-20230906-103317-f4f27ace-0615-4337-803b-2bbbe40f11c8.mp3,"Mesdames, Messieurs, j'informe les voyageurs du TGV lyria 9765, départ initialement prévu 10h18 à destination de Genève que votre accueil embarquement vient de débuter sur la voie G, vous y avez accès depuis le 1 et le hall 3. Je vous rappelle également que votre TGV subira un retard au départ de 40 Min suite à une sortie tardive du technicentre. Merci de votre écoute."," Mesdames, Messieurs, j'informe les voyageurs du TG Véliria 9765, départ initialement prévu 10h18 à destination de Genève, que votre accueil-embarquement vient de débuter sur la voie G. Vous y avez accès depuis l'hôle 1 et le hôle 3. Je vous rappelle également que votre TGV subira un retard au départ de 40 minutes suite à une sortie tardive du Technicentre. Merci de votre écoute.",9
181,0087686030-DCT-20230827-221539-43d39b6b-83cc-4cfc-aacb-0c5947a5b3dc.mp3,Madame Monsieur prochain train qui était à l approche à la voie 4 est un train sopa pour Creil prochain train pour le nord de la ligne un train sopa pour Creil au départ de la voie 2 un train ropo pour Corbeil essonnes," Un monsieur prochain train qui est à l'approche à la voie 4. C'est un train Sopa pour Cray. Prochain train pour le nord de la ligne, un train Sopa pour Cray. Au départ de la voie 2, un train Repos pour Corbeil-Esson.",15
182,0087686006-Pupitre_COE_2_gauche-20230910-180931-b79ad72e-752b-451f-bfb6-d7ca10c0a718.mp3,"Mesdames, Monsieurs, je vous informe que le Transilien de 18h15 pour Moret Veneux-Les-Sablons est actuellement à l'embarquement à la voie M mais Monsieur Mesdames, tous et de votre écoute."," Mais monsieur, je vous informe que le transient de 18h15 pour Morais-Venu et Sablon est actuellement à l'embarquement à la voie M. Mais monsieur, merci à tous ceux de votre écoute.",31
183,0087686006-Pupitre_COE_2_gauche-20230815-145128-058db405-04c8-47e5-a545-95071fdcaf9b.mp3,"Mesdames, Monsieurs, j'informe les voyageurs de la ligne R que votre Transilien 150 à 1849 départs à 15h13 pour Montargis est en place et accessible sur la voie L"," Madame, messieurs, j'informe les voyageurs de la ligne R que votre transilien 151 849 départ 15h13 pour Montargis est en place et accessible sur la voie L.",23
184,0087723197-PUPITRE_TACTILE_COEG-20230829-093240-1f7a519e-caca-4569-986b-ec71874e86ed.mp3,"Voie I, Voie I, je rappelle que le TER actuellement à quai est à destination de Genève. Départ 09h38 aux voyageurs à destination de Chambéry votre TER sera reçu après départ 09h50"," Voix-I, voix-I, je rappelle que le TER actuellement acquête à destination de Genève. Départ 9h38. Au voyageur à destination de Chambery, votre TER sera reçu après départ 9h50.",31
185,0087686006-Pupitre_COE_2_gauche-20230906-110022-196583bc-1cc6-4d2f-887c-d1ebc44cd011.mp3,"Mesdames, Messieurs sur la voie A je vous informe que les portes de votre TGV à destination de Nice sont maintenant déverrouiller. Je vous invite à prendre place à bord en vous souhaitant un bon voyage. Voilà."," Mesdames, Messieurs, sur la voie A, je vous informe que les portes de votre TGV à destination de Nice sont maintenant déverrouillées. Je vous invite à prendre place à bord en vous souhaitant un bon voyage.",5
186,0087686006-Pupitre_COE_2_gauche-20230910-172009-7e1459d2-5d0e-4ece-b83f-cb3c46a44ad3.mp3,"Mesdames, Monsieurs, à la voie A, votre train est actuellement en cours de préparation, je vous invite à patienter devant les portes de vos voitures. Je répète à la voie A merci de patienter devant les portes de vos voitures. Votre TGV est actuellement en cours de préparation et de sa visite du TGV 6949. 17h46 pour. Écouter, je reviens vers vous dans quelques instants."," Même monsieur à la voie A, votre TGV est actuellement en cours de préparation. Je vous invite à patienter devant les portes de vos voitures. Je répète à la voie A, merci de patienter devant les portes de vos voitures. Votre TGV est actuellement en cours de préparation. Il s'agit du TGV 6999 17h46 pour... Écoutez, je reviens vers vous dans quelques instants.",13
187,0087775007-Pupitre_Escale-20230822-102500-2a339a29-a236-4cf0-be2d-8570fd038a41.mp3,Mesdames Messieurs veuillez préparer vos billets avant de vous présenter à l embarquement de votre train Nous vous rappelons que l' étiquetage des bagages est obligatoire Mesdames et Messieurs Merci de votre compréhension," Mesdames et Messieurs, veuillez préparer vos billets avant de vous présenter à l'embarquement de votre train. Nous vous rappelons que les kikétages et bagages est obligatoire. Mesdames et Messieurs, merci de votre compréhension.",12
188,0087686006-Pupitre_COE_2_gauche-20230910-181923-878c5c31-820f-4630-8958-931c11a4df27.mp3,"Mesdames, Monsieur à la voie 23, je vous rappelle que suite à un arrêt préfectoral, il est strictement interdit de fumer sur les quais de la gare. Je répète à la voie 23, il est strictement interdit de fumer sur les quais de la gare. Merci d'éteindre vos cigarettes mesdames, Monsieur, merci à tous ceux de votre écoute et bon voyage à tous."," Mais monsieur à la voie 23, je vous rappelle que suite à un arrêt préfectoral, il est strictement interdit de fumer sur les quais de la gare. Je répète à la voie 23, il est strictement interdit de fumer sur les quais de la gare. Merci d'éteindre vos cigarettes. Mais monsieur, merci à tous ceux de votre écoute et bon voyage à tous.",3
189,0087686006-Pupitre_COE_2_gauche-20230815-142546-efed67d4-ce91-448b-9597-32c285c84180.mp3,"Mesdames, Messieurs, j'informe les voyageurs du TER Bourgogne 891009 départ initialement prévu 14h46 à destination de Laroche Migennes. Que votre télé TER subira un retard au départ de 15 Min En effet, nous sommes en attente de votre train qui a pris du retard lors de sa mission précédente. Je vous communiquerait sa voie de départ dès que possible. Merci de rester attentif aux annonces ainsi que au panneau d'affichage."," Mesdames et Messieurs, j'informe les voyageurs du TER Bourgogne 891-009. Départ initialement prévu 14h46 à destination de la Roche-Migène, que votre TER subira un retard au départ de 15 minutes. En effet, nous sommes en attente de votre train qui a pris du retard lors de sa mission précédente. Je vous communiquerai sa voie de départ dès que possible. Merci de rester attentif aux annonces ainsi que aux panneaux d'affichage.",15
190,0087686006-Pupitre_COE_2_gauche-20230910-203808-2a6161a9-6158-4d87-a67d-3f57e82269a1.mp3,"Mesdames, Monsieurs à la voie L, merci aux voyageurs de bien vérifier que vous avez tout vos effets personnels avec vous. Je vous rappelle que toute valise, sacoche ou autre laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre. Merci de bien vérifier donc que vous avez tout vos effets personnels avec vous avant de quitter la gare."," Même monsieur à la voie, merci aux voyageurs de bien vérifier que vous avez tous vos effets personnels avec vous. Je vous rappelle que toute valise, sacoche ou autre laissé à bord du TGV peut entraîner l'intervention des forces de l'ordre. Merci de bien vérifier donc que vous avez tous vos effets personnels avec vous avant de quitter la gare.",9
191,0087686006-Pupitre_COE_2_gauche-20230815-141048-c38a22b5-ef1b-4c0f-a324-8bc6907615b7.mp3,"Mesdames, Monsieurs j'informent les voyageurs du train Trenitalia 6651, départ 14h26 à destination de Lyon Perrache, que votre accueil embarquement vient de débuter sur la voie h depuis le hall un et uniquement depuis le hall numéro un."," Mesdames et Messieurs, j'informe les voyageurs du train train Italien 6651 départ 14h26 à destination de l'Empérage que votre accueil embarquement vient de débuter sur la voie H depuis le hall 1 et uniquement depuis le hall numéro 1.",23
192,0087686006-Pupitre_COE_2_gauche-20230829-121428-a0d93bf1-50af-4d47-9ece-5e2b19a0ec52.mp3,"Mesdames, Monsieurs, nous recherchons toujours activement le ou la propriétaire d'une valise rouge laissée à la voie 11 voiture 16 dans le TGV en provenance de Genève. Donc si le ou la propriétaire de cette valise rouge est toujours présent, il est prié de venir récupérer immédiatement à la voie 11 voiture 16 et ceci avant l'intervention des forces de l'ordre."," Même monsieur, nous recherchons toujours activement le ou la propriétaire d'une valise rouge laissée à la voie 11 voiture 16 dans le TGV en provenance de Genève. Donc si le ou la propriétaire de cette valise rouge est toujours présent, il est prié de venir la récupérer immédiatement à la voie 11 voiture 16. Et ceci avant intervention des forces de l'ordre.",6
193,0087686006-Pupitre_COE_2_gauche-20230829-121023-69714200-c080-4882-bd3c-99a98d6aff10.mp3,"Mesdames, Monsieurs, je vous informe que le TGV lyria 9213, 12h22 pour Zurich aura un retard de 15 Min. Ceci fait suite à la présence d'un bagage oublier à bord. Mesdames, Monsieurs, je répète le TGV derrière 9213, 12h22 pour Zurich va subir un retard de 15 Min au départ de notre gare, ceci à cause de la découverte d'un bagage oublier à bord. Mesdames, Monsieurs, merci à tous de votre écoute."," Mais monsieur, je vous informe que le TGV Adyria 9213, le Mille 22 pour Zurich aura un retard de 15 minutes. Ceci fait suite à la présence d'un bagage oublié à bord. Mais monsieur, je répète, le TGV Adyria 9213, le Mille 22 pour Zurich va subir un retard de 15 minutes au départ de notre gare. Ceci, à cause de la découverte d'un bagage oublié à bord. Mais monsieur, merci à tous de votre écoute.",24
194,0087686006-Pupitre_COE_2_gauche-20230910-203142-1c3d6795-57f9-4374-8024-3283081f45d3.mp3,"Mesdames, Monsieurs à la voie B attention, attention, je demanderais à l'ensemble des voyageurs de bien vérifier que vous avez rien oublier à bord du TGV. Je rappelle que tout objet laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre et même la destruction de vos bagages. Merci donc de bien vérifier que vous avez tout vos effets personnels avec vous, mais Monsieur merci à tous de votre écoute."," Mais monsieur à la voix B, attention attention, je m'en réallonge aux voyageurs de bien vérifier que vous n'avez rien oublié à bord du TGV. Je rappelle que tout objet laissé à bord du TGV peut entraîner l'intervention des forces de l'ordre et même la destruction de vos bagages. Merci donc de bien vérifier que vous avez tous vos effets personnels avec vous. Mais monsieur, merci à tous de votre écoute.",16
